"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"6847";"0210314C";"ECOLE ELEMENTAIRE PUBLIQUE R.P.I.";"BRION-SUR-OURCE";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;1;14
"6860";"0210375U";"ECOLE MATERNELLE PUBLIQUE SAINT NICOLAS";"BEAUNE";"DIJON";"Centres urbains intermédiaires";"PUBLIC";0;3;58
"6909";"0210586Y";"ECOLE ELEMENTAIRE PUBLIQUE R.P.I.";"SAULON-LA-RUE";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;3;76
"6990";"0211001Z";"ECOLE ELEMENTAIRE PUBLIQUE -";"ESBARRES";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;4;66
"6992";"0211006E";"ECOLE ELEMENTAIRE PUBLIQUE R.P.I.";"EPAGNY";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;1;23
"7065";"0211354H";"ECOLE PRIMAIRE PUBLIQUE FRANCOIS LAUNOY";"FONTAINE-FRANCAISE";"DIJON";"Bourgs ruraux";"PUBLIC";0;10;240
"7080";"0211402K";"ECOLE MATERNELLE PUBLIQUE LAMARTINE";"DIJON";"DIJON";"Grands centres urbains";"PUBLIC";1;5;94
"7141";"0211607H";"ECOLE ELEMENTAIRE PUBLIQUE LES CHAMPS PERDRIX";"DIJON";"DIJON";"Grands centres urbains";"PUBLIC";1;10;153
"7235";"0211897Y";"ECOLE MATERNELLE PUBLIQUE R.P.I.";"BROCHON";"DIJON";"Ceintures urbaines";"PUBLIC";0;1;25
"7257";"0211976J";"ECOLE ELEMENTAIRE PUBLIQUE VOLTAIRE";"DIJON";"DIJON";"Grands centres urbains";"PUBLIC";0;11;247
"7420";"0220764L";"ECOLE PRIMAIRE PUBLIQUE -";"CALLAC";"RENNES";"Bourgs ruraux";"PUBLIC";0;8;170
"7429";"0220808J";"ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT";"CREHEN";"RENNES";"Bourgs ruraux";"PUBLIC";0;2;47
"7438";"0220861S";"ECOLE PRIMAIRE PUBLIQUE -";"GAUSSON";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;3;49
"7456";"0220926M";"ECOLE PRIMAIRE PUBLIQUE MIREILLE CHRISOSTOME";"BON REPOS SUR BLAVET";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;3;58
"7493";"0221092T";"ECOLE PRIMAIRE PUBLIQUE NORBERT GUITTON";"SAINT-CARNE";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;5;108
"7511";"0221144Z";"ECOLE ELEMENTAIRE PRIVEE SAINTE AGNES";"LA LANDEC";"RENNES";"Bourgs ruraux";"PRIVE";0;3;63
"7684";"0221483T";"ECOLE PRIMAIRE PUBLIQUE -";"CORLAY";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;4;91
"7820";"0230167G";"ECOLE PRIMAIRE -";"MOURIOUX-VIEILLEVILLE";"LIMOGES";"Rural à habitat très dispersé";"PUBLIC";0;3;54
"8087";"0240614M";"ECOLE PRIMAIRE LOUIS ARAGON";"PIEGUT-PLUVIERS";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";1;6;111
"8095";"0240639P";"ECOLE PRIMAIRE PUBLIQUE -";"VANXAINS";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;2;42
"8098";"0240643U";"ECOLE PRIMAIRE PUBLIQUE -";"ANNESSE-ET-BEAULIEU";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;5;107
"8105";"0240656H";"ECOLE ELEMENTAIRE PUBLIQUE JOLIOT CURIE";"SAINT-LEON-SUR-L'ISLE";"BORDEAUX";"#N/A";"PUBLIC";0;5;112
"8157";"0240769F";"ECOLE PRIMAIRE PUBLIQUE -";"LA FEUILLADE";"BORDEAUX";"Bourgs ruraux";"PUBLIC";1;4;76
"8215";"0240909H";"ECOLE PRIMAIRE PUBLIQUE LES EYZIES TAYAC SIREUIL";"LES EYZIES";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;4;96
"8274";"0241086A";"ECOLE MATERNELLE PUBLIQUE -";"PORT-SAINTE-FOY-ET-PONCHAPT";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";1;3;52
"8278";"0241183F";"ECOLE ELEMENTAIRE PUBLIQUE -";"VERGT";"BORDEAUX";"Bourgs ruraux";"PUBLIC";1;7;128
"8362";"0250341K";"ECOLE PRIMAIRE PUBLIQUE -";"CHALEZEULE";"BESANCON";"Ceintures urbaines";"PUBLIC";0;5;98
"8380";"0250428E";"ECOLE PRIMAIRE -";"DEVECEY";"BESANCON";"Ceintures urbaines";"PUBLIC";0;5;103
"8396";"0250490X";"ECOLE PRIMAIRE -";"FOURG";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;2;43
"8460";"0250747B";"ECOLE ELEMENTAIRE PUBLIQUE LOUIS PERGAUD";"ORCHAMPS-VENNES";"BESANCON";"Bourgs ruraux";"PUBLIC";0;4;84
"8486";"0250834W";"ECOLE ELEMENTAIRE NELSON MANDELA";"ROSET-FLUANS";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;3;76
"8547";"0251199T";"ECOLE ELEMENTAIRE PUBLIQUE BOURGOGNE";"BESANCON";"BESANCON";"Grands centres urbains";"PUBLIC";1;21;300
"8560";"0251230B";"ECOLE PRIMAIRE PUBLIQUE -";"SANCEY";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;7;147
"8576";"0251286M";"ECOLE PRIMAIRE PRIVEE SAINT-LOUIS";"VERNIERFONTAINE";"BESANCON";"Rural à habitat dispersé";"PRIVE";0;3;63
"8580";"0251299B";"ECOLE PRIMAIRE PUBLIQUE VIEILLES PERRIERES";"BESANCON";"BESANCON";"Grands centres urbains";"PUBLIC";0;8;164
"8642";"0251509E";"ECOLE MATERNELLE PUBLIQUE INTERCOMMUNALE";"LES HOPITAUX-NEUFS";"BESANCON";"Bourgs ruraux";"PUBLIC";0;6;126
"8665";"0251609N";"ECOLE ELEMENTAIRE PUBLIQUE GRANVELLE";"BESANCON";"BESANCON";"Grands centres urbains";"PUBLIC";0;6;118
"8756";"0260151Y";"ECOLE ELEMENTAIRE PUBLIQUE DES COLLINES MAURICE ALLONCLE";"CHANOS-CURSON";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;5;114
"8829";"0260395N";"ECOLE ELEMENTAIRE PUBLIQUE LOUIS ARAGON";"SAINT-DONAT-SUR-L'HERBASSE";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;10;212
"8926";"0260632W";"ECOLE MATERNELLE PUBLIQUE LES RECOLLETS";"ROMANS-SUR-ISERE";"GRENOBLE";"Centres urbains intermédiaires";"PUBLIC";0;4;85
"8942";"0260665G";"ECOLE ELEMENTAIRE PUBLIQUE -";"LA GARDE-ADHEMAR";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;2;48
"9030";"0260929U";"ECOLE PRIMAIRE PRIVEE SAINT-PIERRE ET SAINT-PAUL-LE PENDILLON";"SAINT-DONAT-SUR-L'HERBASSE";"GRENOBLE";"Bourgs ruraux";"PRIVE";0;6;145
"9051";"0260963F";"ECOLE ELEMENTAIRE PUBLIQUE GERMAINE CHESNEAU";"PEYRINS";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;8;157
"9100";"0261118Z";"ECOLE MATERNELLE PUBLIQUE RESSEGUIN";"SAINT-PAUL-TROIS-CHATEAUX";"GRENOBLE";"Petites villes";"PUBLIC";0;4;97
"9144";"0261228U";"ECOLE MATERNELLE PUBLIQUE JACQUES PREVERT";"SAULCE-SUR-RHONE";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;3;69
"9155";"0261250T";"ECOLE ELEMENTAIRE PUBLIQUE CHARLES SEIGNOBOS";"VALENCE";"GRENOBLE";"Grands centres urbains";"PUBLIC";1;7;120
"9217";"0270095G";"ECOLE MATERNELLE PUBLIQUE REPUBLIQUE";"VERNON";"NORMANDIE";"Centres urbains intermédiaires";"PUBLIC";0;4;78
"9251";"0270210G";"ECOLE MATERNELLE PUBLIQUE INTERCOMMUNALE";"GROSLEY-SUR-RISLE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;1;16
"9353";"0270596B";"ECOLE ELEMENTAIRE PUBLIQUE -";"LE THIL";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;54
"9368";"0270639Y";"ECOLE PRIMAIRE -";"MARTOT";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;31
"9400";"0270795T";"ECOLE PRIMAIRE ROBERT LEBLANC";"SAINT-ETIENNE-L'ALLIER";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;45
"9454";"0270980U";"ECOLE PRIMAIRE PUBLIQUE VENABLES";"LES TROIS LACS";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;34
"9531";"0271265D";"ECOLE PRIMAIRE LA MARE AUTOUR";"BOISSY-LAMBERVILLE";"NORMANDIE";"Rural à habitat très dispersé";"PUBLIC";0;6;139
"9550";"0271305X";"ECOLE PRIMAIRE PUBLIQUE -";"BOUQUETOT";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;5;109
"9580";"0271423A";"ECOLE MATERNELLE PUBLIQUE -";"GUICHAINVILLE";"NORMANDIE";"Bourgs ruraux";"PUBLIC";0;5;104
"9588";"0271440U";"ECOLE MATERNELLE PUBLIQUE ROBERT DESNOS";"EVREUX";"NORMANDIE";"Centres urbains intermédiaires";"PUBLIC";1;5;87
"9595";"0271472D";"ECOLE PRIMAIRE PUBLIQUE LES DOMINOS";"VAL-DE-REUIL";"NORMANDIE";"Centres urbains intermédiaires";"PUBLIC";1;17;262
"9718";"0280059M";"ECOLE MATERNELLE PUBLIQUE JEAN MACE - LA FONTAINE";"CHATEAUDUN";"ORLEANS-TOURS";"Petites villes";"PUBLIC";1;7;111
"9727";"0280075E";"ECOLE ELEMENTAIRE PUBLIQUE -";"CONIE-MOLITARD";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;1;21
"9729";"0280078H";"ECOLE PRIMAIRE PUBLIQUE JALLANS";"JALLANS";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;4;68
"9795";"0280249U";"ECOLE ELEMENTAIRE PUBLIQUE LA VALLEE";"CINTRAY";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;1;20
"9852";"0280398F";"ECOLE PRIMAIRE L'ECOLE DES BLES";"HOUVILLE-LA-BRANCHE";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;6;132
"10031";"0281063D";"ECOLE ELEMENTAIRE PUBLIQUE JULES VERNE";"BROU";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;6;109
"10034";"0281066G";"ECOLE PRIMAIRE LA VALLEE";"SAINT-REMY-SUR-AVRE";"ORLEANS-TOURS";"Petites villes";"PUBLIC";0;12;260
"10157";"0290759T";"ECOLE PRIMAIRE PUBLIQUE DU BOUT DU MONDE";"PLOGOFF";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;3;59
"10163";"0290782T";"ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE PIERRE JAKEZ HELIAS";"POULDREUZIC";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;6;133
"10210";"0290911H";"ECOLE PRIMAIRE PUBLIQUE LEONTINE DRAPIER-CADEC";"IRVILLAC";"RENNES";"Bourgs ruraux";"PUBLIC";0;5;115
"10238";"0290995Z";"ECOLE PRIMAIRE PUBLIQUE DES SOURCES";"LE DRENNEC";"RENNES";"Bourgs ruraux";"PUBLIC";0;6;120
"10283";"0291176W";"ECOLE PRIMAIRE JEANNE MALIVEL";"PLOUZANE";"RENNES";"Ceintures urbaines";"PUBLIC";0;6;120
"10309";"0291242T";"ECOLE ELEMENTAIRE PRIVEE LA CROIX ROUGE";"BREST";"RENNES";"Grands centres urbains";"PRIVE";0;6;149
"10316";"0291256H";"ECOLE PRIMAIRE PRIVEE NOTRE DAME DE BON SECOURS";"LANDUNVEZ";"RENNES";"Rural à habitat dispersé";"PRIVE";0;3;38
"10370";"0291365B";"ECOLE PRIMAIRE PRIVEE NOTRE DAME DE KERNITRON";"LANMEUR";"RENNES";"Bourgs ruraux";"PRIVE";0;3;82
"10411";"0291437E";"ECOLE PRIMAIRE PRIVEE NOTRE DAME DU FOLGOET";"BANNALEC";"RENNES";"Rural à habitat dispersé";"PRIVE";0;5;101
"10496";"0291676P";"ECOLE ELEMENTAIRE PUBLIQUE DU BOURG";"ERGUE-GABERIC";"RENNES";"Bourgs ruraux";"PUBLIC";0;6;129
"10518";"0291719L";"ECOLE PRIMAIRE PUBLIQUE LUCIEN PRIGENT";"PLOUEGAT-MOYSAN";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;4;84
"10520";"0291724S";"ECOLE MATERNELLE PUBLIQUE KERJEAN";"CHATEAULIN";"RENNES";"Bourgs ruraux";"PUBLIC";0;3;56
"10528";"0291734C";"ECOLE PRIMAIRE PUBLIQUE DU BOURG";"SAINT-THURIEN";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;4;77
"10574";"0292019M";"ECOLE PRIMAIRE PUBLIQUE LE VIZAC";"SAINT-RENAN";"RENNES";"Petites villes";"PUBLIC";0;7;149
"10628";"0300160L";"ECOLE MATERNELLE PUBLIQUE MANDAJORS";"ALES";"MONTPELLIER";"Centres urbains intermédiaires";"PUBLIC";1;4;58
"10746";"0300487S";"ECOLE MATERNELLE PUBLIQUE LE PONTIL";"LAVAL-PRADEL";"MONTPELLIER";"Rural à habitat dispersé";"PUBLIC";0;2;33
"10816";"0300686H";"ECOLE ELEMENTAIRE PUBLIQUE -";"SAINT-BENEZET";"MONTPELLIER";"Rural à habitat dispersé";"PUBLIC";0;1;19
"10901";"0301001A";"ECOLE MATERNELLE PUBLIQUE MADELEINE BRES";"BOUILLARGUES";"MONTPELLIER";"Petites villes";"PUBLIC";0;6;153
"10918";"0301032J";"ECOLE ELEMENTAIRE PUBLIQUE -";"SAINT-CHAPTES";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;5;123
"10971";"0301183Y";"ECOLE MATERNELLE PUBLIQUE JEAN CARRIERE";"NIMES";"MONTPELLIER";"Grands centres urbains";"PUBLIC";1;6;102
"11094";"0301488E";"ECOLE MATERNELLE PUBLIQUE -";"CRESPIAN";"MONTPELLIER";"Rural à habitat dispersé";"PUBLIC";0;3;67
"11136";"0301604F";"ECOLE ELEMENTAIRE PUBLIQUE ANDRE CHAMSON";"NIMES";"MONTPELLIER";"Grands centres urbains";"PUBLIC";1;12;195
"11153";"0301652H";"ECOLE PRIMAIRE PUBLIQUE -";"SAINT-JULIEN-DE-PEYROLAS";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;8;159
"11176";"0301742F";"ECOLE PRIMAIRE PUBLIQUE TAMARIS";"ALES";"MONTPELLIER";"Centres urbains intermédiaires";"PUBLIC";1;9;146
"11272";"0310247A";"ECOLE MATERNELLE PUBLIQUE LA COLLINE AUX ENFANTS";"VILLEFRANCHE-DE-LAURAGAIS";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;6;147
"11304";"0310347J";"ECOLE ELEMENTAIRE PUBLIQUE -";"BOULOGNE-SUR-GESSE";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;5;83
"11356";"0310471U";"ECOLE ELEMENTAIRE PUBLIQUE -";"FLOURENS";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;6;133
"11481";"0310770U";"ECOLE ELEMENTAIRE PUBLIQUE JEAN MARIE FERIOL";"QUINT-FONSEGRIVES";"TOULOUSE";"Ceintures urbaines";"PUBLIC";0;14;353
"11483";"0310779D";"ECOLE PRIMAIRE PUBLIQUE -";"RENNEVILLE";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;3;65
"11538";"0310934X";"ECOLE ELEMENTAIRE PUBLIQUE MARENGO-PERIOLE";"TOULOUSE";"TOULOUSE";"Grands centres urbains";"PUBLIC";0;8;195
"11569";"0311067S";"ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE";"VILLEMUR-SUR-TARN";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;7;165
"11617";"0311450H";"ECOLE PRIMAIRE PRIVEE SAINTE-MARTHE";"GRENADE";"TOULOUSE";"Centres urbains intermédiaires";"PRIVE";0;7;186
"11656";"0311559B";"ECOLE MATERNELLE PUBLIQUE -";"RIEUX-VOLVESTRE";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;4;96
"11717";"0311694Y";"ECOLE MATERNELLE PUBLIQUE LAMARTINE";"COLOMIERS";"TOULOUSE";"Grands centres urbains";"PUBLIC";0;5;122
"11732";"0311711S";"ECOLE PRIMAIRE PUBLIQUE BUISSONNIERE";"FONBEAUZARD";"TOULOUSE";"Grands centres urbains";"PUBLIC";0;15;337
"11775";"0311882C";"ECOLE MATERNELLE PUBLIQUE -";"ROQUETTES";"TOULOUSE";"Ceintures urbaines";"PUBLIC";0;5;131
"11872";"0312205D";"ECOLE MATERNELLE PUBLIQUE LES GAROSSES";"GRENADE";"TOULOUSE";"Centres urbains intermédiaires";"PUBLIC";0;2;54
"11922";"0312419L";"ECOLE PRIMAIRE PUBLIQUE MARIE-LOUISE DISSARD";"SAINT-JEAN";"TOULOUSE";"Grands centres urbains";"PUBLIC";0;17;387
"11930";"0312485H";"ECOLE PRIMAIRE PRIVEE ESCOLA CALANDRETA DE GARONETA";"TOULOUSE";"TOULOUSE";"Grands centres urbains";"PRIVE";0;5;110
"12011";"0312889X";"ECOLE PRIMAIRE PRIVEE CALANDRETA DE BOCONA";"PIBRAC";"TOULOUSE";"Ceintures urbaines";"PRIVE";0;1;26
"12132";"0320290S";"ECOLE ELEMENTAIRE PUBLIQUE -";"SEGOS";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;1;18
"12162";"0320385V";"ECOLE ELEMENTAIRE PUBLIQUE -";"ARBLADE-LE-HAUT";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;2;42
"12225";"0320590T";"ECOLE PRIMAIRE PUBLIQUE -";"LA ROMIEU";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;2;36
"12288";"0330254X";"ECOLE MATERNELLE PUBLIQUE PAIX";"BORDEAUX";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;4;92
"12320";"0330298V";"ECOLE MATERNELLE PUBLIQUE JULES FERRY";"PESSAC";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;5;119
"12329";"0330310H";"ECOLE MATERNELLE PUBLIQUE JOLIOT-CURIE";"TALENCE";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;6;152
"12360";"0330394Z";"ECOLE PRIMAIRE PUBLIQUE PAUL LANGEVIN";"BEGLES";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;12;275
"12409";"0330554Y";"ECOLE PRIMAIRE PUBLIQUE -";"CABARA";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;1;24
"12451";"0330690W";"ECOLE PRIMAIRE -";"FALEYRAS";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;1;23
"12503";"0330865L";"ECOLE PRIMAIRE PUBLIQUE ECOLE DE LOUCHATS";"LOUCHATS";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;3;53
"12537";"0330949C";"ECOLE PRIMAIRE PUBLIQUE -";"MOULON";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;5;109
"12551";"0330988V";"ECOLE PRIMAIRE PUBLIQUE EDOUARD HERRIOT";"PESSAC";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;11;238
"12581";"0331081W";"ECOLE ELEMENTAIRE PUBLIQUE PIERRE DUFOUR";"SAINT-ANDRE-DE-CUBZAC";"BORDEAUX";"Centres urbains intermédiaires";"PUBLIC";0;13;276
"12685";"0331330S";"ECOLE PRIMAIRE PUBLIQUE DELTA";"LE TEICH";"BORDEAUX";"Ceintures urbaines";"PUBLIC";0;16;359
"12688";"0331340C";"ECOLE ELEMENTAIRE PUBLIQUE BREMONTIER";"LA TESTE-DE-BUCH";"BORDEAUX";"Centres urbains intermédiaires";"PUBLIC";0;10;240
"12691";"0331347K";"ECOLE MATERNELLE PUBLIQUE -";"TIZAC-DE-LAPOUYADE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;2;45
"12695";"0331357W";"ECOLE ELEMENTAIRE PUBLIQUE EDOUARD DUBOIS";"VAYRES";"BORDEAUX";"Petites villes";"PUBLIC";0;13;313
"12724";"0331624L";"ECOLE MATERNELLE PUBLIQUE BOUSQUET";"BASSENS";"BORDEAUX";"Centres urbains intermédiaires";"PUBLIC";0;7;158
"12901";"0332160U";"ECOLE PRIMAIRE PUBLIQUE -";"VAL DE VIRVEE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;8;196
"12904";"0332163X";"ECOLE ELEMENTAIRE PUBLIQUE ECOLE GILLES VERRAT";"ANGLADE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;2;42
"12935";"0332210Y";"ECOLE ELEMENTAIRE PUBLIQUE JULES STEEG";"LIBOURNE";"BORDEAUX";"Centres urbains intermédiaires";"PUBLIC";0;5;105
"12945";"0332220J";"ECOLE PRIMAIRE CAMARSAC ET CROIGNON";"CAMARSAC";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;8;197
"12982";"0332310G";"ECOLE MATERNELLE PUBLIQUE ALBAN BOUCHE";"IZON";"BORDEAUX";"Petites villes";"PUBLIC";0;10;244
"13087";"0332678G";"ECOLE MATERNELLE PUBLIQUE FONTAINE DES EYQUEMS";"MERIGNAC";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;4;79
"13130";"0332858C";"ECOLE MATERNELLE PUBLIQUE PEYCHOTTE";"MERIGNAC";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;4;96
"13189";"0333381W";"ECOLE PRIMAIRE PUBLIQUE -";"BRACH";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;5;113
"13202";"0333494U";"ECOLE PRIMAIRE PUBLIQUE MODESTE TESTAS";"BORDEAUX";"BORDEAUX";"Grands centres urbains";"PUBLIC";1;20;338
"13205";"0333546A";"ECOLE PRIMAIRE PUBLIQUE ANITA CONTI";"LE TAILLAN-MEDOC";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;5;105
"13207";"0333643F";"ECOLE MATERNELLE PUBLIQUE MALALA YOUSAFZAI";"BEGLES";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;2;45
"13296";"0340322R";"ECOLE PRIMAIRE PUBLIQUE PRE VERT";"CREISSAN";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;5;121
"13326";"0340408J";"ECOLE ELEMENTAIRE PUBLIQUE CESAR VINAS";"LODEVE";"MONTPELLIER";"Petites villes";"PUBLIC";0;6;114
"13429";"0340663L";"ECOLE PRIMAIRE PUBLIQUE -";"SAINT-BAUZILLE-DE-MONTMEL";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;6;145
"13470";"0340766Y";"ECOLE MATERNELLE PUBLIQUE GASTON BABY";"SETE";"MONTPELLIER";"Centres urbains intermédiaires";"PUBLIC";0;3;57
"13539";"0341122K";"ECOLE PRIMAIRE PUBLIQUE ALBERT CAMUS";"BRIGNAC";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;5;109
"13541";"0341159A";"ECOLE PRIMAIRE PRIVEE IMMACULEE CONCEPTION LA SALLE";"BEZIERS";"MONTPELLIER";"Grands centres urbains";"PRIVE";0;14;399
"13553";"0341185D";"ECOLE PRIMAIRE PRIVEE SAINT-JOSEPH";"LODEVE";"MONTPELLIER";"Petites villes";"PRIVE";0;12;289
"13581";"0341247W";"ECOLE PRIMAIRE PUBLIQUE ABEL GAU";"AUTIGNAC";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;4;79
"13584";"0341250Z";"ECOLE ELEMENTAIRE PUBLIQUE JOSEPH DELTEIL";"GRABELS";"MONTPELLIER";"Grands centres urbains";"PUBLIC";0;16;391
"13596";"0341287P";"ECOLE MATERNELLE PUBLIQUE GEORGES SAND";"BALARUC-LES-BAINS";"MONTPELLIER";"Ceintures urbaines";"PUBLIC";0;4;75
"13623";"0341342Z";"ECOLE MATERNELLE PUBLIQUE LES GARRIGUES";"JUVIGNAC";"MONTPELLIER";"Ceintures urbaines";"PUBLIC";0;7;183
"13717";"0341642A";"ECOLE ELEMENTAIRE PUBLIQUE DOCTEUR CALMETTE";"MONTPELLIER";"MONTPELLIER";"Grands centres urbains";"PUBLIC";0;8;185
"13786";"0341886R";"ECOLE PRIMAIRE PRIVEE CALANDRETA L'AMETLIER";"BEZIERS";"MONTPELLIER";"Grands centres urbains";"PRIVE";0;12;250
"13869";"0342507R";"ECOLE PRIMAIRE PUBLIQUE SAMUEL PATY";"MONTPELLIER";"MONTPELLIER";"Grands centres urbains";"PUBLIC";1;11;201
"13885";"0350171W";"ECOLE PRIMAIRE PUBLIQUE LES PETITS CAPELLOS";"LA CHAPELLE-AUX-FILTZMEENS";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;5;95
"13901";"0350221A";"ECOLE PRIMAIRE PUBLIQUE ANNE SYLVESTRE";"DINGE";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;6;133
"13903";"0350226F";"ECOLE PRIMAIRE PUBLIQUE LA GLYCINE";"DOMAGNE";"RENNES";"Bourgs ruraux";"PUBLIC";0;8;179
"13909";"0350260T";"ECOLE PRIMAIRE PUBLIQUE LES PRES VERTS";"GAEL";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;4;85
"13962";"0350524E";"ECOLE PRIMAIRE SUZANNE ET RAYMOND GRISON";"SAINT-MEEN-LE-GRAND";"RENNES";"Bourgs ruraux";"PUBLIC";0;14;320
"13964";"0350529K";"ECOLE PRIMAIRE PUBLIQUE LES HIRONDELLES";"MONTAUBAN-DE-BRETAGNE";"RENNES";"Bourgs ruraux";"PUBLIC";0;4;76
"14003";"0350649R";"ECOLE MATERNELLE PUBLIQUE JOSEPH LOTTE";"RENNES";"RENNES";"Grands centres urbains";"PUBLIC";0;6;136
"14028";"0350953W";"ECOLE MATERNELLE PUBLIQUE ROBERT DESNOS";"LIFFRE";"RENNES";"Petites villes";"PUBLIC";0;10;222
"14152";"0351385R";"ECOLE ELEMENTAIRE PRIVEE AMELIE FRISTEL";"SAINT-MALO";"RENNES";"Centres urbains intermédiaires";"PRIVE";0;12;306
"14173";"0351447H";"ECOLE PRIMAIRE PRIVEE ST JOSEPH";"TORCE";"RENNES";"Bourgs ruraux";"PRIVE";0;6;134
"14248";"0351659N";"ECOLE PRIMAIRE PUBLIQUE LE VIEUX MUR";"LANGAN";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;6;144
"14254";"0351665V";"ECOLE ELEMENTAIRE PUBLIQUE ECOLE PUBLIQUE";"MELESSE";"RENNES";"Bourgs ruraux";"PUBLIC";0;13;303
"14261";"0351673D";"ECOLE PRIMAIRE PUBLIQUE LA PETITE COURCIERE";"PLESDER";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;3;57
"14293";"0351737Y";"ECOLE PRIMAIRE PRIVEE ST GUENOLE";"GOVEN";"RENNES";"Bourgs ruraux";"PRIVE";0;7;173
"14320";"0351805X";"ECOLE ELEMENTAIRE PUBLIQUE ECOLE PUBLIQUE";"BEDEE";"RENNES";"Petites villes";"PUBLIC";0;10;228
"14332";"0351823S";"ECOLE ELEMENTAIRE PUBLIQUE EUGENE ALLANIC";"L'HERMITAGE";"RENNES";"Bourgs ruraux";"PUBLIC";0;8;188
