"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"38618";"0810394N";"ECOLE MATERNELLE PUBLIQUE JEAN-BAPTISTE CALVIGNAC";"CARMAUX";"TOULOUSE";"Petites villes";"PUBLIC";0;3;71
"38641";"0810466S";"ECOLE PRIMAIRE PUBLIQUE -";"FLORENTIN";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;4;84
"38657";"0810512S";"ECOLE PRIMAIRE -";"SALLES";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;1;19
"38701";"0810680Z";"ECOLE PRIMAIRE PUBLIQUE -";"LUGAN";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;2;47
"38799";"0811134T";"ECOLE PRIMAIRE PUBLIQUE DE LA SOURCE";"PUYLAURENS";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;11;260
"38818";"0811173K";"ECOLE MATERNELLE PUBLIQUE FONTGRANDE";"SAINT-BENOIT-DE-CARMAUX";"TOULOUSE";"Petites villes";"PUBLIC";0;3;70
"38847";"0811253X";"ECOLE PRIMAIRE PUBLIQUE -";"TEILLET";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;3;52
"38981";"0820591X";"ECOLE ELEMENTAIRE PRIVEE NOTRE-DAME";"MONTAUBAN";"TOULOUSE";"Centres urbains intermédiaires";"PRIVE";0;8;208
"38989";"0820612V";"ECOLE PRIMAIRE PUBLIQUE PIERRE GAMARRA";"BESSENS";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;7;133
"39005";"0820636W";"ECOLE ELEMENTAIRE PUBLIQUE -";"MONBEQUI";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;4;70
"39014";"0820648J";"ECOLE PRIMAIRE PUBLIQUE -";"POMPIGNAN";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;9;218
"39042";"0820711C";"ECOLE PRIMAIRE PUBLIQUE -";"VAREN";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;4;81
"39136";"0830242M";"ECOLE MATERNELLE PUBLIQUE LEO LAGRANGE";"LA SEYNE-SUR-MER";"NICE";"Grands centres urbains";"PUBLIC";0;8;199
"39175";"0830288M";"ECOLE ELEMENTAIRE PUBLIQUE MALBOUSQUET";"TOULON";"NICE";"Grands centres urbains";"PUBLIC";1;7;100
"39206";"0830376H";"ECOLE PRIMAIRE PUBLIQUE LUCIE AUBRAC";"LE THORONET";"NICE";"Rural à habitat dispersé";"PUBLIC";0;9;212
"39219";"0830413Y";"ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES";"SAINT-MAXIMIN-LA-SAINTE-BAUME";"NICE";"Petites villes";"PUBLIC";0;13;288
"39335";"0830741E";"ECOLE PRIMAIRE PUBLIQUE GUY LOMBARD";"GINASSERVIS";"NICE";"Bourgs ruraux";"PUBLIC";0;8;194
"39337";"0830746K";"ECOLE PRIMAIRE PUBLIQUE LA PINEDE";"ROQUEBRUNE-SUR-ARGENS";"NICE";"Bourgs ruraux";"PUBLIC";0;8;190
"39398";"0830942Y";"ECOLE ELEMENTAIRE PUBLIQUE JEAN GIONO";"PIGNANS";"NICE";"Bourgs ruraux";"PUBLIC";0;10;227
"39476";"0831167T";"ECOLE PRIMAIRE PUBLIQUE CLAUDE DURAND";"HYERES";"NICE";"Centres urbains intermédiaires";"PUBLIC";0;3;46
"39530";"0831338D";"ECOLE MATERNELLE PUBLIQUE FRANCOISE DOLTO";"FREJUS";"NICE";"Grands centres urbains";"PUBLIC";0;5;124
"39569";"0831427A";"ECOLE ELEMENTAIRE PUBLIQUE MAURICE DELPLACE";"LA GARDE";"NICE";"Grands centres urbains";"PUBLIC";0;9;196
"39625";"0831752D";"ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL";"PUGET-SUR-ARGENS";"NICE";"Petites villes";"PUBLIC";0;10;274
"39638";"0840142Y";"ECOLE ELEMENTAIRE PUBLIQUE LOUIS PERGAUD";"LE PONTET";"AIX-MARSEILLE";"Grands centres urbains";"PUBLIC";1;14;242
"39668";"0840195F";"ECOLE PRIMAIRE PUBLIQUE MARIUS ANDRE";"CHEVAL-BLANC";"AIX-MARSEILLE";"Ceintures urbaines";"PUBLIC";0;14;336
"39679";"0840223L";"ECOLE MATERNELLE PUBLIQUE CAMILLE  CLAUDEL";"AVIGNON";"AIX-MARSEILLE";"Grands centres urbains";"PUBLIC";0;8;186
"39754";"0840360K";"ECOLE ELEMENTAIRE PUBLIQUE LE CASTEL";"ORANGE";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;13;265
"39834";"0840499L";"ECOLE ELEMENTAIRE PUBLIQUE GANDIE";"CARPENTRAS";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;7;169
"39922";"0840767C";"ECOLE MATERNELLE PUBLIQUE LA DEYMARDE";"ORANGE";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;5;107
"39980";"0840971Z";"ECOLE ELEMENTAIRE PUBLIQUE ALBERT CAMUS";"CHATEAUNEUF-DU-PAPE";"AIX-MARSEILLE";"Bourgs ruraux";"PUBLIC";0;5;115
"39998";"0841018A";"ECOLE PRIMAIRE PRIVEE RUDOLPH STEINER";"SORGUES";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PRIVE";0;6;125
"40052";"0850300P";"ECOLE PRIMAIRE PUBLIQUE ANTOINE DE SAINT-EXUPERY";"LES EPESSES";"NANTES";"Bourgs ruraux";"PUBLIC";0;4;89
"40101";"0850424Z";"ECOLE PRIMAIRE PUBLIQUE LES CHATS FERRES (R.P.I.D AVEC LE LANGON)";"PETOSSE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;2;37
"40114";"0850441T";"ECOLE ELEMENTAIRE PUBLIQUE RENE ROBUCHON (R.P.I.D AVEC L. ARAGON POIRE S/V)";"LES VELLUIRE-SUR-VENDEE";"NANTES";"Bourgs ruraux";"PUBLIC";0;2;48
"40117";"0850448A";"ECOLE PRIMAIRE PUBLIQUE LES ACANTHES";"VOUVANT";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;3;52
"40118";"0850449B";"ECOLE PRIMAIRE PUBLIQUE JACQUES BREL";"XANTON-CHASSENON";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;3;62
"40138";"0850491X";"ECOLE PRIMAIRE PUBLIQUE LES TILLEULS";"SAINT-AUBIN-LA-PLAINE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;3;49
"40141";"0850498E";"ECOLE PRIMAIRE PUBLIQUE L'ARC EN CIEL";"SAINT-CHRISTOPHE-DU-LIGNERON";"NANTES";"Bourgs ruraux";"PUBLIC";0;5;110
"40190";"0850625T";"ECOLE MATERNELLE PUBLIQUE LES SALINES";"SAINT-GILLES-CROIX-DE-VIE";"NANTES";"Petites villes";"PUBLIC";0;3;59
"40251";"0850766W";"ECOLE PRIMAIRE PRIVEE SACRE COEUR";"LE POIRE-SUR-VIE";"NANTES";"Bourgs ruraux";"PRIVE";0;16;398
"40353";"0851024B";"ECOLE PRIMAIRE PRIVEE SAINT SAUVEUR ARDELAY";"LES HERBIERS";"NANTES";"Petites villes";"PRIVE";0;9;213
"40398";"0851119E";"ECOLE ELEMENTAIRE PUBLIQUE CLEMENCEAU";"LES SABLES-D'OLONNE";"NANTES";"Petites villes";"PUBLIC";0;6;113
"40464";"0851322A";"ECOLE PRIMAIRE PUBLIQUE LE MARRONNIER";"SAINT-VINCENT-SUR-JARD";"NANTES";"Bourgs ruraux";"PUBLIC";0;3;49
"40467";"0851351G";"ECOLE PRIMAIRE PUBLIQUE LA METAIRIE";"LES HERBIERS";"NANTES";"Petites villes";"PUBLIC";0;10;228
"40529";"0860121P";"ECOLE ELEMENTAIRE PUBLIQUE -";"BEUXES";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;1;20
"40682";"0860513R";"ECOLE ELEMENTAIRE PUBLIQUE -";"POUILLE";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;3;65
"40696";"0860554K";"ECOLE ELEMENTAIRE PUBLIQUE -";"VOULEME";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;1;19
"40705";"0860574G";"ECOLE PRIMAIRE PUBLIQUE RENE MABILEAU";"SAINT-JEAN-DE-SAUVES";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;7;138
"40800";"0861021T";"ECOLE PRIMAIRE PUBLIQUE JEAN MIRONNEAU";"BRUX";"POITIERS";"Rural à habitat très dispersé";"PUBLIC";0;3;68
"40912";"0870323D";"ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES";"RILHAC-RANCON";"LIMOGES";"Ceintures urbaines";"PUBLIC";0;10;227
"40966";"0870554E";"ECOLE MATERNELLE PUBLIQUE SAINT LEONARD DE NOBLAT";"SAINT-LEONARD-DE-NOBLAT";"LIMOGES";"Bourgs ruraux";"PUBLIC";0;5;99
"41088";"0871018J";"ECOLE MATERNELLE PUBLIQUE JEAN LE BAIL";"LIMOGES";"LIMOGES";"Grands centres urbains";"PUBLIC";1;8;157
"41113";"0880211B";"ECOLE PRIMAIRE VICTOR HUGO - BAUDRICOURT";"BAUDRICOURT";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;2;32
"41144";"0880433T";"ECOLE PRIMAIRE PUBLIQUE PRIMAIRE - ESCLES";"ESCLES";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;2;38
"41158";"0880491F";"ECOLE ELEMENTAIRE PUBLIQUE ELEMENTAIRE - DEYCIMONT";"DEYCIMONT";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;1;23
"41201";"0880749L";"ECOLE MATERNELLE PUBLIQUE MATERNELLE  LES ECUREUILS";"CHATEL-SUR-MOSELLE";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;3;63
"41235";"0880916T";"ECOLE MATERNELLE PUBLIQUE CENTRE - XERTIGNY";"XERTIGNY";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;3;90
"41239";"0880945Z";"ECOLE PRIMAIRE CENTRE - ST-MAURICE MOSELLE";"SAINT-MAURICE-SUR-MOSELLE";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;4;88
"41262";"0881046J";"ECOLE PRIMAIRE LA HOLLANDE - LA VOIVRE";"LA VOIVRE";"NANCY-METZ";"#N/A";"PUBLIC";0;1;15
"41359";"0881489R";"ECOLE PRIMAIRE PUBLIQUE PRIMAIRE - DOCELLES";"DOCELLES";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;4;64
"41365";"0881503F";"ECOLE MATERNELLE PUBLIQUE MATERNELLE - FAUCONCOURT";"FAUCONCOURT";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;1;19
"41371";"0881539V";"ECOLE ELEMENTAIRE PUBLIQUE CENTRE - SAINTE-MARGUERITE";"SAINTE-MARGUERITE";"NANCY-METZ";"Ceintures urbaines";"PUBLIC";0;4;81
"41542";"0890446B";"ECOLE ELEMENTAIRE PUBLIQUE JEAN JACQUES ROUSSEAU";"MONETEAU";"DIJON";"Bourgs ruraux";"PUBLIC";0;5;123
"41567";"0890524L";"ECOLE ELEMENTAIRE PUBLIQUE USY";"DOMECY-SUR-CURE";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;1;21
"41576";"0890556W";"ECOLE PRIMAIRE PUBLIQUE -";"VENIZY";"DIJON";"Rural à habitat dispersé";"PUBLIC";1;4;51
"41650";"0890748E";"ECOLE ELEMENTAIRE PUBLIQUE -";"LES ORMES";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;1;20
"41691";"0890904Z";"ECOLE MATERNELLE PUBLIQUE -";"SAINT-JULIEN-DU-SAULT";"DIJON";"Bourgs ruraux";"PUBLIC";0;3;53
"41701";"0890922U";"ECOLE MATERNELLE PUBLIQUE -";"SAINT-VALERIEN";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;4;85
"41754";"0891130V";"ECOLE PRIMAIRE -";"MONTHOLON";"DIJON";"Bourgs ruraux";"PUBLIC";0;2;41
"41792";"0900049P";"ECOLE PRIMAIRE EMILE KELLER";"ROUGEMONT-LE-CHATEAU";"BESANCON";"Bourgs ruraux";"PUBLIC";0;4;87
"41835";"0900141P";"ECOLE ELEMENTAIRE PUBLIQUE CROIX";"CROIX";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;1;19
"41855";"0900193W";"ECOLE PRIMAIRE GEORGES SCHOULER";"CHAUX";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;3;72
"41895";"0900327S";"ECOLE MATERNELLE PUBLIQUE ETUEFFONT";"ETUEFFONT";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;2;38
"42014";"0910225A";"ECOLE ELEMENTAIRE PUBLIQUE LES OMBRAGES";"BRUNOY";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;10;237
"42026";"0910251D";"ECOLE ELEMENTAIRE PUBLIQUE RENE DESCARTES";"VIRY-CHATILLON";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;20;356
"42037";"0910276F";"ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY";"CORBEIL-ESSONNES";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;12;274
"42068";"0910329N";"ECOLE ELEMENTAIRE PUBLIQUE EDOUARD HERRIOT";"LIMOURS";"VERSAILLES";"Petites villes";"PUBLIC";0;7;167
"42106";"0910407Y";"ECOLE PRIMAIRE PUBLIQUE ECOLE MIXTE";"AVRAINVILLE";"VERSAILLES";"Ceintures urbaines";"PUBLIC";0;5;113
"42337";"0910890Y";"ECOLE PRIMAIRE PRIVEE NOTRE DAME";"DRAVEIL";"VERSAILLES";"Grands centres urbains";"PRIVE";0;8;235
"42381";"0911050X";"ECOLE ELEMENTAIRE PUBLIQUE JOSEPHINE BAKER";"BOUSSY-SAINT-ANTOINE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;14;340
"42391";"0911066P";"ECOLE MATERNELLE PUBLIQUE BELIER - CERF";"GRIGNY";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;10;189
"42473";"0911275S";"ECOLE MATERNELLE PUBLIQUE LES CLOZEAUX";"NOZAY";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;3;73
"42486";"0911300U";"ECOLE ELEMENTAIRE PUBLIQUE ETIENNE TAILHAN";"PALAISEAU";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;9;223
"42506";"0911347V";"ECOLE MATERNELLE PUBLIQUE LOUIS PERGAUD";"SAINTE-GENEVIEVE-DES-BOIS";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;7;140
"42648";"0911776L";"ECOLE ELEMENTAIRE PUBLIQUE ECOLE PUBLIQUE";"GUILLERVAL";"VERSAILLES";"Rural à habitat dispersé";"PUBLIC";0;2;46
"42763";"0912476X";"ECOLE PRIMAIRE PUBLIQUE CLAUDIE HAIGNERE";"BRETIGNY-SUR-ORGE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;9;213
"42770";"0920183Z";"ECOLE ELEMENTAIRE PUBLIQUE MICHELET A";"ASNIERES-SUR-SEINE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;10;228
"42821";"0920395E";"ECOLE ELEMENTAIRE PUBLIQUE FERDINAND BUISSON";"BOULOGNE-BILLANCOURT";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;18;447
"42851";"0920462C";"ECOLE MATERNELLE PUBLIQUE JEAN JAURES";"MALAKOFF";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;7;169
"42854";"0920465F";"ECOLE MATERNELLE PUBLIQUE BOILEAU";"MONTROUGE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;7;176
"42883";"0920501V";"ECOLE MATERNELLE PUBLIQUE REINE HENRIETTE";"COLOMBES";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;6;123
"42985";"0920755W";"ECOLE PRIMAIRE LES PEUPLIERS";"VAUCRESSON";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;13;308
"42999";"0920781Z";"ECOLE MATERNELLE PUBLIQUE MICHEL VIGNAUD";"MEUDON";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;6;154
"43062";"0921137L";"ECOLE PRIMAIRE PRIVEE SAINT PIE X";"SAINT-CLOUD";"VERSAILLES";"Grands centres urbains";"PRIVE";0;12;283
"43067";"0921147X";"ECOLE ELEMENTAIRE PUBLIQUE LA FONTAINE";"ANTONY";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;8;173
"43074";"0921249H";"ECOLE ELEMENTAIRE PUBLIQUE ERNEST RENAN";"LA GARENNE-COLOMBES";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;13;323
"43188";"0921803K";"ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY A";"NANTERRE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;11;255
"43282";"0922254A";"ECOLE ELEMENTAIRE PUBLIQUE BUFFALO";"MONTROUGE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;13;287
"43294";"0922359P";"ECOLE ELEMENTAIRE PUBLIQUE JEAN DE LA FONTAINE";"LEVALLOIS-PERRET";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;17;421
"43323";"0922478U";"ECOLE PRIMAIRE PUBLIQUE ALBERT CAMUS";"RUEIL-MALMAISON";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;18;459
"43351";"0922656M";"ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON A";"GENNEVILLIERS";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;9;189
"43364";"0922749N";"ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL";"COLOMBES";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;24;430
"43395";"0923099U";"ECOLE PRIMAIRE DELAGE";"COURBEVOIE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;8;188
"43411";"0930169D";"ECOLE ELEMENTAIRE PUBLIQUE IRENE ET FREDERIC JOLIOT-CURIE";"BAGNOLET";"CRETEIL";"Grands centres urbains";"PUBLIC";0;18;444
"43446";"0930238D";"ECOLE ELEMENTAIRE PUBLIQUE DIDEROT 1";"MONTREUIL";"CRETEIL";"Grands centres urbains";"PUBLIC";1;16;262
"43507";"0930384M";"ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON";"MONTREUIL";"CRETEIL";"Grands centres urbains";"PUBLIC";1;15;254
"43678";"0930588J";"ECOLE ELEMENTAIRE PUBLIQUE JOLIOT-CURIE 1";"PIERREFITTE-SUR-SEINE";"CRETEIL";"Grands centres urbains";"PUBLIC";1;16;258
"43689";"0930648Z";"ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES";"NEUILLY-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;14;329
"43694";"0930667V";"ECOLE ELEMENTAIRE PUBLIQUE PAUL SERELLE";"NOISY-LE-GRAND";"CRETEIL";"Grands centres urbains";"PUBLIC";0;10;222
"43709";"0930703J";"ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON";"MONTFERMEIL";"CRETEIL";"Grands centres urbains";"PUBLIC";0;9;220
"43746";"0930765B";"ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD";"LE BLANC-MESNIL";"CRETEIL";"Grands centres urbains";"PUBLIC";1;21;363
"43900";"0931121N";"ECOLE PRIMAIRE PRIVEE STE THERESE";"EPINAY-SUR-SEINE";"CRETEIL";"Grands centres urbains";"PRIVE";0;13;328
"43944";"0931292Z";"ECOLE ELEMENTAIRE PUBLIQUE JEAN-BAPTISTE DU HAMEL";"NEUILLY-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;9;204
"44027";"0931511M";"ECOLE MATERNELLE PUBLIQUE FOCH";"NEUILLY-PLAISANCE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;6;145
"44057";"0931569A";"ECOLE ELEMENTAIRE PUBLIQUE ANDRE CHENIER";"NEUILLY-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";1;15;250
"44071";"0931621G";"ECOLE ELEMENTAIRE PUBLIQUE JEAN MERMOZ";"LE BOURGET";"CRETEIL";"Grands centres urbains";"PUBLIC";0;19;449
"44099";"0931745S";"ECOLE MATERNELLE PUBLIQUE ARC-EN-CIEL";"NEUILLY-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;5;124
"44216";"0932610G";"ECOLE MATERNELLE PUBLIQUE PETITS CAILLOUX";"SAINT-DENIS";"CRETEIL";"Grands centres urbains";"PUBLIC";1;4;54
"44278";"0932819J";"ECOLE ELEMENTAIRE PUBLIQUE FRANCOISE DOLTO";"ROSNY-SOUS-BOIS";"CRETEIL";"Grands centres urbains";"PUBLIC";0;11;265
"44297";"0940163S";"ECOLE ELEMENTAIRE PUBLIQUE MONTESQUIEU";"VITRY-SUR-SEINE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;23;540
"44386";"0940405E";"ECOLE MATERNELLE PUBLIQUE IRENE JOLIOT CURIE";"VITRY-SUR-SEINE";"CRETEIL";"Grands centres urbains";"PUBLIC";1;8;177
"44509";"0940562A";"ECOLE MATERNELLE PUBLIQUE PAUL CASALIS";"CRETEIL";"CRETEIL";"Grands centres urbains";"PUBLIC";1;6;111
"44543";"0940705F";"ECOLE ELEMENTAIRE PUBLIQUE LES MERLES";"VILLECRESNES";"CRETEIL";"Grands centres urbains";"PUBLIC";0;17;415
"44615";"0940970U";"ECOLE PRIMAIRE PRIVEE DE MAILLE";"CRETEIL";"CRETEIL";"Grands centres urbains";"PRIVE";0;13;347
"44626";"0940993U";"ECOLE PRIMAIRE PRIVEE MONTALEMBERT";"NOGENT-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PRIVE";0;13;362
"44641";"0941072E";"ECOLE MATERNELLE PUBLIQUE VICTOR HUGO";"VITRY-SUR-SEINE";"CRETEIL";"Grands centres urbains";"PUBLIC";1;9;164
"44667";"0941158Y";"ECOLE MATERNELLE PUBLIQUE ROBERT LEBON";"VILLEJUIF";"CRETEIL";"Grands centres urbains";"PUBLIC";1;4;65
"44678";"0941251Z";"ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE A";"CHAMPIGNY-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";1;11;189
"44771";"0941488G";"ECOLE MATERNELLE PUBLIQUE JEAN DE LA FONTAINE";"JOINVILLE-LE-PONT";"CRETEIL";"Grands centres urbains";"PUBLIC";0;4;100
"44856";"0942081B";"ECOLE ELEMENTAIRE PUBLIQUE IRENE JOLIOT-CURIE";"ORLY";"CRETEIL";"Grands centres urbains";"PUBLIC";1;21;339
"44859";"0942091M";"ECOLE MATERNELLE PUBLIQUE HENRI ARLES";"BONNEUIL-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";1;8;179
"44917";"0942384F";"ECOLE ELEMENTAIRE PUBLIQUE NELSON MANDELA";"CHOISY-LE-ROI";"CRETEIL";"Grands centres urbains";"PUBLIC";1;21;330
"44989";"0950125V";"ECOLE PRIMAIRE PUBLIQUE ANDRE JUMENTIER";"MAREIL-EN-FRANCE";"VERSAILLES";"Bourgs ruraux";"PUBLIC";0;4;94
"45020";"0950197Y";"ECOLE ELEMENTAIRE PUBLIQUE LE STADE";"CHAMPAGNE-SUR-OISE";"VERSAILLES";"Ceintures urbaines";"PUBLIC";0;6;128
"45049";"0950267Z";"ECOLE ELEMENTAIRE PUBLIQUE HENRI MATISSE";"SAINT-OUEN-L'AUMONE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;13;316
"45050";"0950268A";"ECOLE ELEMENTAIRE PUBLIQUE JEAN EFFEL";"SAINT-OUEN-L'AUMONE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;10;223
"45066";"0950293C";"ECOLE PRIMAIRE PUBLIQUE -";"BETHEMONT-LA-FORET";"VERSAILLES";"Ceintures urbaines";"PUBLIC";0;2;38
"45099";"0950363D";"ECOLE PRIMAIRE PUBLIQUE JEAN PAUL RIOPELLE";"VETHEUIL";"VERSAILLES";"Bourgs ruraux";"PUBLIC";0;3;61
"45104";"0950370L";"ECOLE ELEMENTAIRE PUBLIQUE LE BOURG";"ABLEIGES";"VERSAILLES";"Rural à habitat dispersé";"PUBLIC";0;2;45
"45119";"0950392K";"ECOLE PRIMAIRE PUBLIQUE -";"GRISY-LES-PLATRES";"VERSAILLES";"Bourgs ruraux";"PUBLIC";0;2;47
"45306";"0950714K";"ECOLE ELEMENTAIRE PUBLIQUE PAUL ELUARD 1";"ARGENTEUIL";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;14;243
"45307";"0950719R";"ECOLE MATERNELLE PUBLIQUE ANNE FRANK";"LE PLESSIS-BOUCHARD";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;10;248
"45327";"0950771X";"ECOLE MATERNELLE PUBLIQUE HENRI WALLON";"VILLIERS-LE-BEL";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;9;170
"45436";"0951117Y";"ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY";"MONTMAGNY";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;15;359
"45653";"0951712V";"ECOLE MATERNELLE PUBLIQUE LAC MARCHAIS";"DEUIL-LA-BARRE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;4;83
"45672";"0951762Z";"ECOLE ELEMENTAIRE PUBLIQUE JEAN MONNET";"ARNOUVILLE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;8;194
"45673";"0951779T";"ECOLE PRIMAIRE PUBLIQUE LES CROIZETTES";"COURDIMANCHE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;17;386
"45692";"0951976G";"ECOLE MATERNELLE PUBLIQUE PAUL ELUARD";"GOUSSAINVILLE";"VERSAILLES";"Centres urbains intermédiaires";"PUBLIC";1;6;114
"45788";"6200195T";"ECOLE MATERNELLE PUBLIQUE ALATA PRUNO MATERNELLE";"ALATA";"CORSE";"#N/A";"PUBLIC";0;3;63
"45833";"6200617B";"ECOLE ELEMENTAIRE PRIVEE SAINT-JOSEPH";"AJACCIO";"CORSE";"#N/A";"PRIVE";0;8;168
"45874";"7200178F";"ECOLE PRIMAIRE PUBLIQUE OMESSA FRANCARDO BILINGUE LCC";"OMESSA";"CORSE";"#N/A";"PUBLIC";0;2;32
"45899";"7200237V";"ECOLE PRIMAIRE PUBLIQUE ALGAJOLA BILINGUE LCC";"ALGAJOLA";"CORSE";"#N/A";"PUBLIC";0;2;38
"45904";"7200263Y";"ECOLE ELEMENTAIRE PUBLIQUE VENTISERI TRAVO";"VENTISERI";"CORSE";"#N/A";"PUBLIC";1;11;192
"45914";"7200318H";"ECOLE ELEMENTAIRE PUBLIQUE PIEDICORTE-DI-CAGGIO";"PIEDICORTE-DI-GAGGIO";"CORSE";"#N/A";"PUBLIC";0;1;5
"45936";"7200407E";"ECOLE ELEMENTAIRE PUBLIQUE CAMPANARI  BILINGUE LCC";"BASTIA";"CORSE";"#N/A";"PUBLIC";1;8;107
"46001";"9710181V";"ECOLE PRIMAIRE PUBLIQUE GRATIEN CANDACE";"BAILLIF";"GUADELOUPE";"Ceintures urbaines";"PUBLIC";1;8;115
"46007";"9710211C";"ECOLE PRIMAIRE PUBLIQUE ANGELE NAYAGOM-EPITHER";"SAINT-FRANCOIS";"GUADELOUPE";"Petites villes";"PUBLIC";0;9;184
"46035";"9710323Z";"ECOLE PRIMAIRE PUBLIQUE BOURG 2  STE-ROSE";"SAINTE-ROSE";"GUADELOUPE";"Petites villes";"PUBLIC";0;9;173
